ENTRY,Name,MeSH,OMIM,ICD-10,ICD-11,MedlinePlus,Alias_Name,Pathway,Gene_symbol,kegg_geneID,Drug_name,kegg_drugID
H02087,"Vertebral, cardiac, renal, and limb defects syndrome",NA,617660;617661,E70.8,LD2F.1Y,NA,Congenital NAD deficiency disorder,NA,HAAO;KYNU,23498;8942,NA,NA
H02088,Primary intraosseous vascular malformation,NA,606893,Q28.9,LD23,NA,Primary intraosseous hemangioma,NA,ELMO2,63916,NA,NA
H02089,Winchester syndrome,NA,277950,L91,FB86.2,NA,NA,NA,MMP14,4323,NA,NA
H02090,Trehalase deficiency,NA,612119,E74.3,5C61.3,NA,NA,NA,TREH,11181,NA,NA
H02091,Jervell and Lange-Nielsen syndrome,D029593,220400;612347,I45.8,BC65.0,NA,NA,NA,KCNQ1;KCNE1,3784;3753,NA,NA
H02092,von Willebrand disease,D014842,193400;613554;277480,D68.0,3B12,NA,NA,NA,VWF,7450,NA,NA
H02093,Platelet-type von Willebrand disease,C536458,177820,D69.1,3B62.Y,NA,Pseudo-von Willebrand disease,NA,GP1BA,2811,NA,NA
H02094,Carvajal syndrome,C535581,605676;615821,I42.8,BC43.6,NA,Dilated cardiomyopathy with woolly hair and keratoderma,NA,DSP,1832,NA,NA
H02095,Perrault syndrome,C537286,233400;614926;614129;615300;616138;617565,Q87.8,LD2H.Y,NA,NA,NA,HSD17B4;HARS2;CLPP;LARS2;TWNK;ERAL1,3295;23438;8192;23395;56652;26284,NA,NA
H02096,Peroxisomal acyl-CoA oxidase deficiency,C536662,264470,E71.3,5C57.1,NA,NA,NA,ACOX1,51,NA,NA
H02097,Gray platelet syndrome,D055652,139090,D69.1,3B62.00,NA,Bleeding disorder platelet-type 4,NA,NBEAL2,23218,NA,NA
H02098,D-bifunctional protein deficiency,C536663,261515,E71.3,5C57.1,NA,DBP deficiency;Bifunctional enzyme deficiency,NA,HSD17B4,3295,NA,NA
H02099,Alpha-methylacyl-CoA racemase deficiency,C565768,614307,K76.8,5C52.11;5C57.1,NA,AMACR deficiency,NA,AMACR,23600,NA,NA
H02100,Peroxisomal fatty acyl-CoA reductase 1 disorder,NA,616154,Q77.3,5C57.0,NA,NA,NA,FAR1,84188,NA,NA
H02101,Autosomal dominant sensory ataxia,C563818,608984,G11.8,8A03.1Y,NA,NA,NA,RNF170,81790,NA,NA
H02102,Myhre syndrome,C537620,139210,Q87.8,LD2F.1Y,NA,NA,NA,SMAD4,4089,NA,NA
H02103,DeSanto-Shinawi syndrome,NA,616708,Q93.5,LD44.A1,NA,NA,NA,WAC,51322,NA,NA
H02104,Megalocornea,C562829,309300,Q15.8,LA11.1,NA,X-linked megalocornea,NA,CHRDL1,91851,NA,NA
H02105,Prohormone convertase 1/3 deficiency,C563423,600955,E66.8,5B81.Y,NA,NA,NA,PCSK1,5122,Setmelanotide acetate,D11928
H02106,Genetic obesity,D009765,601665;606641;607447;602025;607514;300306;612362;612460;614411;615457;617885,E66.8,5B81.Y,NA,NA,NA,NR0B2;SDC3;POMC;GHRL;PPARG;CARTPT;PPARGC1B;SIM1;ENPP1;ADRB2;ADRB3;AGRP;MC4R;UCP1;UCP3;UCP2;MC3R;FFAR4;SLC6A14;PCSK1;FTO;AQP7;MRAP2;ADCY3,8431;9672;5443;51738;5468;9607;133522;6492;5167;154;155;181;4160;7350;7352;7351;4159;338557;11254;5122;79068;364;112609;109,Setmelanotide acetate,D11928
H02107,Bietti crystalline corneoretinal dystrophy,C535440,210370,H31.2,9B61,NA,NA,NA,CYP4V2,285440,NA,NA
H02108,Basal laminar drusen,C563034,126700,H35.5,9B70,NA,NA,NA,CFH,3075,NA,NA
H02109,Combined malonic and methylmalonic aciduria,C580002,614265,E71.1,5C50.EY,NA,NA,NA,ACSF3,197322,NA,NA
H02110,Doyne honeycomb retinal dystrophy,C535602,126600,H35.5,9B70,NA,Malattia leventinese,NA,EFEMP1,2202,NA,NA
H02111,Autism,D001321,209850;612100;613410;613436;615032;615091;300425;300495;300496;300830;300847;300872;618830,F84.0,6A02,NA,Autistic spectrum disorder;Pervasive developmental disorder,NA,CNTNAP2;SLC9A9;SHANK2;CHD8;EIF4E;NLGN1;NLGN3;NLGN4X;MECP2;PTCHD1;RPL10;TMLHE,26047;285195;22941;57680;1977;22871;54413;57502;4204;139411;6134;55217,NA,NA
H02112,Persistent hyperplastic primary vitreous,D054514,221900,Q14.0,LA13.0,NA,Persistent fetal vasculature,NA,ATOH7,220202,NA,NA
H02113,Infantile cerebellar-retinal degeneration,NA,614559,E88.8,5C53.1,NA,NA,NA,ACO2,50,NA,NA
H02114,"Spastic paraplegia, optic atrophy, and neuropathy",NA,609541,G11.4,8B44.01,NA,NA,NA,KLC2,64837,NA,NA
H02115,Congenital aural atresia,C564321,607842,Q16.1,LA22.2,NA,NA,NA,TSHZ1,10194,NA,NA
H02116,Phosphoserine phosphatase deficiency,NA,614023,E72.8,5C50.6,NA,NA,NA,PSPH,5723,NA,NA
H02117,Neu-Laxova syndrome,C536405,256520;616038,E72.8,LD20.1,NA,NA,NA,PHGDH;PSAT1,26227;29968,NA,NA
H02118,Agnathia-otocephaly complex,C537996,202650,NA,LA23,NA,Otocephaly,NA,PRRX1,5396,NA,NA
H02119,Proteus syndrome,D016715,176920,Q87.3,LD2C,NA,NA,NA,AKT1,207,NA,NA
H02120,Anencephaly,D000757,206500,Q00.0,LA00.0,NA,NA,NA,TRIM36,55521,NA,NA
H02121,Koolen-De Vries syndrome,C566476,610443,Q93.5,LD44.H0,NA,Chromosome 17q21.31 deletion syndrome;Microdeletion 17q21.31 syndrome,NA,KANSL1,284058,NA,NA
H02122,Chronic atrial and intestinal dysrhythmia,NA,616201,I49.9;K59.8,BC65.Y,NA,CAID syndrome,NA,SGOL1,151648,NA,NA
H02123,Celiac disease,D002446,212750;609755;609753,K90.0,DA95,NA,NA,NA,HLA-DQA1;HLA-DQB1;CTLA4;MYO9B,3117;3119;1493;4650,NA,NA
H02124,Interstitial lung and liver disease,NA,615486,J84.0,CB04.3Y,NA,Hereditary pulmonary alveolar proteinosis with hepatic involvement,NA,MARS,4141,NA,NA
H02125,Cardiac conduction disease with dilated cardiomyopathy,D000075224,6161117,I45.8,BC63.Y,NA,NA,NA,TNNI3K,51086,NA,NA
H02126,Mandibulofacial dysostosis with alopecia,NA,616367,Q75.4,LD2F.16,NA,NA,NA,EDNRA,1909,NA,NA
H02127,Yunis-Varon syndrome,C536719,216340,Q87.8,LD24.23,NA,NA,NA,FIG4,9896,NA,NA
H02128,Defects in lysosomal trafficking,NA,257220;252500;203300;214500,E77,5C56.Y,NA,NA,NA,NA,NA,NA,NA
H02129,Prune belly syndrome,D011535,100100,Q79.4,LD2F.10,NA,Triad syndrome;Eagle-Barret syndrome;Abdominal musculature deficiency syndrome,NA,CHRM3,1131,NA,NA
H02130,Mucolipidosis III,D009081,252600;252605,E77.0,5C56.20,NA,Pseudo-Hurler polydystrophy,NA,GNPTAB;GNPTAG,79158;84572,NA,NA
H02131,UV-sensitive syndrome,C563466,600630;614621;614640,Q82.8,EJ6Y,NA,NA,NA,ERCC6;ERCC8;UVSSA,2074;1161;57654,NA,NA
H02132,Microcephaly syndrome,NA,613668;615760;616834;614231;617604;614833;618142;618284;618346;618891,Q87,LD20.2,NA,NA,NA,MED17;QARS;MSMO1;IER3IP1;DONSON;RTTN;CTU2;KCNA4;WDR4;CARS1,9440;5859;6307;51124;29980;25914;348180;3739;10785;833,NA,NA
H02133,Vici syndrome,C535566,242840,D81.9,4A01.1Y,NA,"Immunodeficiency with cleft lip/palate, cataract, hypopigmentation, and absent corpus callosum",NA,EPG5,57724,NA,NA
H02134,Microphthalmia with limb anomalies,C537769,206920,Q87.2,LD21.0,NA,Anophthalmia-syndactyly syndrome;Waardenburg anophthalmia syndrome;Ophthalmoacromelic syndrome,NA,SMOC1,64093,NA,NA
H02135,Cone-rod dystrophy and hearing loss,NA,617236;618358,H35.5,LD2H.Y,NA,NA,NA,CEP78;CEP250,84131;11190,NA,NA
H02136,Branched-chain ketoacid dehydrogenase kinase deficiency,NA,614923,E71.1,5C50.DY,NA,BCKDK deficiency,NA,BCKDK,10295,NA,NA
H02137,Laurence-Moon syndrome,D007849,245800,Q87.8,LD90.Y,NA,NA,NA,PNPLA6,10908,NA,NA
H02138,Hereditary hypophophatemic rickets with hypercalciuria,C562793,241530,E83.3,5C64.3,NA,NA,NA,SLC34A3,142680,NA,NA
H02139,Autosomal recessive hypophosphatemic rickets,C562792;C567647,241520;613312,E83.3,5C63.22,NA,NA,NA,DMP1;;ENPP1,1758;NA;5167,NA,NA
H02140,Boucher-Neuhauser syndrome,NA,215470,G11.8,8A03.1Y,NA,NA,NA,PNPLA6,10908,NA,NA
H02141,Autosomal dominant hypophosphatemic rickets,C562791,193100,E83.3,5C63.22,NA,NA,NA,FGF23,8074,NA,NA
H02142,X-linked recessive hypophosphatemic rickets,D053098,300554,N25.8,5C63.22,NA,NA,NA,CLCN5,1184,NA,NA
H02143,X-linked dominant hypophosphatemic rickets,D053098,307800,E83.3,5C63.22,NA,NA,NA,PHEX,5251,Burosumab,D10913
H02144,Gordon Holmes syndrome,NA,212840,G11.8,8A03.1Y,NA,Cerebellar ataxia and hypogonadotropic hypogonadism,NA,RNF216,54476,NA,NA
H02145,Calcium oxalate nephrolithiasis,C563477,167030,N20.2,GB70,NA,Calcium oxalate urolithiasis,NA,SLC26A1,10861,Potassium citrate,D05578
H02146,Glass syndrome,NA,612313,Q93.5,LD44.20,NA,Chromosome 2q32-q33 deletion syndrome;SATB2-associated syndrome,NA,SATB2,23314,NA,NA
H02147,X-linked recessive nephrolithiasis with renal failure,C562901,310468,N25.8,GB90.4Y,NA,NA,NA,CLCN5,1184,NA,NA
H02148,Low molecular weight proteinuria with hypercalciuria and nephrocalcinosis,C545036,308990,N25.8,GB90.4Y,NA,NA,NA,CLCN5,1184,NA,NA
H02149,X-linked hypercalciuric nephrolithiasis,D057973,310468;300009;300554;308990,N25.8,GB90.4Y,NA,NA,NA,CLCN5,1184,NA,NA
H02150,Infantile or early childhood epileptic encephalopathy,NA,617711;617829;618012,G40.3,8A62.Y,NA,NA,NA,PPP3CA;GABRB2;ATP6V1A,5530;2561;523,NA,NA
H02151,Hereditary congenital facial paresis,D005158,601471;614744,Q87.0,9C82.2,NA,NA,NA,HOXB1,3211,NA,NA
H02152,Transient familial neonatal hyperbilirubinemia,C562692,237900,P59.8,KA87.Y,NA,Lucey-Driscoll syndrome,NA,UGT1A1,54658,NA,NA
H02153,Megalencephaly-capillary malformation syndrome,C536142,602501,Q87.3,LD2C,NA,MCAP syndrome,NA,PIK3CA,5290,NA,NA
H02154,Omodysplasia,C537746,258315;164745,Q78.8,LD24.A,NA,NA,NA,GPC6;FZD2,10082;2535,NA,NA
H02155,Dyssegmental dysplasia,C537998;C537999,224410,Q77.7,LD24.3,NA,NA,NA,HSPG2,3339,NA,NA
H02156,Lamb-Shaffer syndrome,D065886,616803,Q93.5,LD44.C1,NA,12p12.1 microdeletion syndrome,NA,SOX5,6660,NA,NA
H02157,Short-rib thoracic dysplasia,D012779;C537599;C537571,208500;611263;613091;613819;614376;263520;614091;613602;615503;266920;615630;615633;616300;616546;617088;617102;617405;617866;617895;617925,Q77.2,LD24.BY,NA,NA,NA,IFT80;;DYNC2H1;;TTC21B;;WDR19;;NEK1;;WDR35;;WDR60;;IFT140;;IFT172;;WDR34;;CEP120;;JBTS23;;DYNC2LI1;;IFT52;;TCTEX1D2;;IFT43;;IFT81;;INTU,57560;NA;79659;NA;79809;NA;57728;NA;4750;NA;57539;NA;55112;NA;9742;NA;26160;NA;89891;NA;153241;NA;9786;NA;51626;NA;51098;NA;255758;NA;112752;NA;28981;NA;27152,NA,NA
H02158,Weyers acrofacial dysostosis,C536695,193530,Q75.4,LD25.2,NA,Curry-Hall syndrome,NA,EVC1;EVC2,2121;132884,NA,NA
H02159,Familial cold autoinflammatory syndrome,D056587;C567090,120100;611762;614468;616115,L50.2,4A60.1,NA,Familial cold urticaria,NA,NALP3;NALP12;PLCG2;NLRC4,114548;91662;5336;58484,NA,NA
H02160,Craniosynostoses,D003398,123100;604757;615314;600775;615529;616602,Q75,LB70.0,NA,NA,NA,TWIST1;MSX2;TCF12;ERF;ALX4;ZIC1,7291;4488;6938;2077;60529;7545,NA,NA
H02161,Greig cephalopolysyndactyly syndrome,C537300,175700,Q87.0,LD26.2,NA,NA,NA,GLI3,2737,NA,NA
H02167,Lymphedema-distichiasis syndrome,C537710,153400,Q82.0,BD93.0,NA,NA,NA,FOXC2,2303,NA,NA
H02168,Hypotrichosis-lymphedema-telangiectasia syndrome,C564327,137940;607823,Q82.0,BD93.0,NA,NA,NA,SOX18,54345,NA,NA
H02169,Hennekam lymphangiectasia-lymphedema syndrome,C537255,235510;616006;618154,Q87.8,BD93.0,NA,NA,NA,CCBE1;FAT4;ADAMTS3,147372;79633;9508,NA,NA
H02170,"Microphthalmia, syndromic",C537464;C537465;C565948;C566441;C566440;C537768,309800;300166;206900;610125;607932;309801;601186;614402;615524;300915;615877,Q11.2,LD21.0,NA,NA,NA,NAA10;;BCOR;;SOX2;;OTX2;;BMP4;;HCCS;;STRA6;;VAX1;;RARB;;HMGB3;;MAB21L2,8260;NA;54880;NA;6657;NA;5015;NA;652;NA;3052;NA;64220;NA;11023;NA;5915;NA;3149;NA;10586,NA,NA
H02172,Nanophthalmos,C563983;C563700;C567498,600165;609549;615972,Q11,LA10.0,NA,NA,NA,MFRP;TMEM98,83552;26022,NA,NA
H02174,Sudden infant death with dysgenesis of the testes syndrome,C563856,608800,G90.8,MH11,NA,NA,NA,TSPYL1,7259,NA,NA
H02175,Hypospadias,D007021,300633;300758,Q54,LB53,NA,NA,NA,AR;MAMLD1,367;10046,NA,NA
H02176,Cryptorchidism,D003456,219050,Q53,LB52,NA,NA,NA,INSL3,3640,Testosterone undecanoate,D06087
H02177,Androgen insensitivity syndrome,D013734,300068;312300,E34.5,LD2A.4,NA,NA,NA,AR,367,NA,NA
H02178,MASA syndrome,C536029,303350,G11.4,8B44.02,NA,X-linked hereditary spastic paraplegia,NA,L1CAM,3897,NA,NA
H02179,Rippling muscle disease,C535686,606072,G71.8,8C71.Y,NA,NA,NA,CAV3,859,NA,NA
H02180,McKusick-Kaufman syndrome,C538159,236700,Q87.8,LD2F.1Y,NA,NA,NA,MKKS,8195,NA,NA
H02181,Idiopathic hyperCKemia,NA,123320,NA,5C53.4,NA,Elevated serum creatine phosphokinase,NA,CAV3,859,NA,NA
H02182,"Distal myopathy, Tateyama type",NA,614321,G71.0,8C75,NA,NA,NA,CAV3,859,NA,NA
H02183,Parastremmatic dwarfism,C537172,168400,Q87.1,LD24.3,NA,Parastremmatic dysplasia,NA,TRPV4,59341,NA,NA
H02184,Metatropic dysplasia,C537356,156530,Q77.8,LD24.3,NA,NA,NA,TRPV4,59341,NA,NA
H02185,Spondylometaphyseal dysplasia,D010009,184252;184255;602271,Q77.8,LD24.4,NA,NA,NA,TRPV4;;FN1;;CFAP410,59341;NA;2335;NA;755,NA,NA
H02186,"Spondyloepiphyseal dysplasia, Maroteaux type",C563218,184095,Q77.7,LD24.3,NA,Pseudo-Morquio syndrome type 2,NA,TRPV4,59341,NA,NA
H02187,Spondyloepimetaphyseal dysplasia,D010009,184250;602557;617974;618728;618162;612813;610442;271510;616723,Q77.7,LD24.3,NA,NA,NA,COL2A1;DDRGK1;RSPRY1;UFSP2;RPL13;SIK3;ACAN;NANS;TONSL;BGN,1280;65992;89970;55325;6137;23387;176;54187;4796;633,NA,NA
H02188,Watson syndrome,D009456,193520,Q85.0,EC23.1,NA,Pulmonary valvular stenosis with cafe au lait spots,NA,NF1,4763,NA,NA
H02189,Neurofibromatosis-Noonan syndrome,C537393,601321,Q87.1,LD27.5,NA,NA,NA,NF1,4763,NA,NA
H02190,CBL syndrome,NA,613563,Q87.1,LD2F.1Y,NA,Noonan syndrome-like disorder with juvenile myelomonocytic leukemia,NA,CBL,867,NA,NA
H02191,Noonan-like syndrome with loose anagen hair,C564342,607721;617506,Q87.1,LD2F.1Y,NA,NA,NA,SHOC2;PPP1CB,8036;5500,NA,NA
H02192,Benign recurrent intrahepatic cholestasis,D002780,243300;605479;9500542;15300568,K83.1,5C58.04,NA,NA,NA,ATP8B1;ABCB11,5205;8647,NA,NA
H02193,Intrahepatic cholestasis of pregnancy,D002780,147480;614972,O26.6,JA65.0,NA,Obstetric cholestasis,NA,ATP8B1;ABCB4,5205;5244,NA,NA
H02194,North American Indian childhood cirrhosis,NA,604901,K74.6,DB93.20,NA,NA,NA,CIRH1A,84916,NA,NA
H02195,MEHMO syndrome,C537451,300148,Q87.8,LD29,NA,NA,NA,EIF2S3,1968,NA,NA
H02196,X-linked creatine deficiency syndrome,C535598,300352,E72.8,5C53.4,NA,NA,NA,SLC6A8,6535,NA,NA
H02197,Mitochondrial pyruvate carrier deficiency,NA,614741,E74.4,5C53.0Y,NA,NA,NA,BRP44L,51660,NA,NA
H02198,Pancreatic agenesis and congenital heart disease,C536714,600001,Q87.8,LD2F.1Y,NA,Pancreatic hypoplasia diabetes heart disease;Yorifuji-Okuno syndrome,NA,GATA6,2627,NA,NA
H02199,"Congenital heart defects, multiple type",D006330,306955;614980;615779;617912;613854,Q24,LA8Y,NA,NA,NA,ZIC3;TAB2;NR2F2;GATA5;GDF1,7547;23118;7026;140628;2657,NA,NA
H02200,"Leukoencephalopathy, progressive, with ovarian failure",C565836,615889,E75.2,8A44.3,NA,Ovarioleukodystrophy,NA,AARS2,57505,NA,NA
H02201,Mitochondrial myopathy with lactic acidosis,C537476,251950,G71.3,8C73.Y,NA,NA,NA,PNPLA8,50640,NA,NA
H02202,Oblique facial cleft,C537736,600251,Q18.8,LA51,NA,NA,NA,SPECC1L,23384,NA,NA
H02203,Optic nerve hypoplasia,C537130,165550,H47.0,LA13.70,NA,NA,NA,PAX6,5080,NA,NA
H02204,Hereditary hyperferritinaemia-cataract syndrome,C538137,600886,H26.0,9B10.2Y,NA,Bonneau-Beaumont syndrome,NA,FTL,2512,NA,NA
H02205,Mucopolysaccharidosis-plus syndrome,NA,617303,E76.2,5C56.3Y,NA,NA,NA,VPS33A,65082,NA,NA
H02206,Aceruloplasminemia,C536004,604290,G23.0,3A00.Y,NA,Ceruloplasmin deficiency,NA,CP,1356,NA,NA
H02207,Kufor-Rakeb syndrome,C537177,606693,G23.0,5C64.10,NA,Parkinson disease 9,NA,ATP13A2,23400,NA,NA
H02208,Pantothenate kinase-associated neurodegeneration,D006211,234200,G23.0,5C64.10,NA,Hallervorden-Spatz disease;Neurodegeneration with brain iron accumulation 1,NA,PANK2,80025,NA,NA
H02209,HARP syndrome,C564603,607236,G23.0,5C64.10,NA,NA,NA,PANK2,80025,NA,NA
H02210,Acromelic frontonasal dysostosis,C535657,603671,Q75.8,LD25.3,NA,NA,NA,ZSWIM6,57688,NA,NA
H02211,Acrodysostosis,C538179,101800;614613,Q75.4,LD2F.16,NA,NA,NA,PRKAR1A;PDE4D,5573;5144,NA,NA
H02212,Familial infantile myoclonic epilepsy,D004831,605021,G40.3,8A61.1Y,NA,NA,NA,TBC1D24,57465,NA,NA
H02213,Familial adult myoclonic epilepsy,C563399;C564313;C567098,601068;607876;613608;615127;615400;618074;618075,G40.3,8A61.32,NA,Benign adult familial myoclonic epilepsy,NA,SAMD12;;STARD7;;MARCHF6;;YEATS2;;CNTN2;;TNRC6A;;RAPGEF2,401474;NA;56910;NA;10299;NA;55689;NA;6900;NA;27327;NA;9693,NA,NA
H02214,Familial focal epilepsy with variable foci,D004828,604364;617116;617118;617935,G40.1,8A61.4Y,NA,NA,NA,DEPDC5;NPRL2;NPRL3;SCN3A,9681;10641;8131;6328,NA,NA
H02215,Childhood absence epilepsy,D004832,600131;607681;611136;612269;611942,G40.3,8A61.21,NA,NA,NA,GABRG2;GABRA1;GABRB3;CACNA1H,2566;2554;2562;8912,NA,NA
H02216,Juvenile absence epilepsy,D004832,607631;607628,G40.3,8A61.31,NA,NA,NA,EFHC1;CLCN2,114327;1181,NA,NA
H02217,Juvenile myoclonic epilepsy,D020190,254770;611136;607682;613060;607628;617924,G40.3,8A61.30,NA,NA,NA,EFHC1;;GABRA1;;CACNB4;;GABRD;;CLCN2;;ICK,114327;NA;2554;NA;785;NA;2563;NA;1181;NA;22858,NA,NA
H02218,DOORS syndrome,C563052,220500,Q87.8,LD27.0Y,NA,Eronen syndrome;Digitorenocerebral syndrome,NA,TBC1D24,57465,NA,NA
H02219,DDOD syndrome,C567274,124480,Q87.8,LD27.0Y,NA,Dominant deafness-onychodystrophy,NA,ATP6B1B2,526,NA,NA
H02220,MEDNIK syndrome,NA,609313,Q82.8,LD2H.Y,NA,Erythrokeratodermia variabilis type 3,NA,AP1S1,1174,NA,NA
H02221,Methylmalonic aciduria and homocystinuria,C537359,277380;277400;277410;614857,E71.1,5C50.E0,NA,NA,NA,LMBRD1;MMACHC;PRDX1;MMADHC;ABCD4,55788;25974;5052;27249;5826,NA,NA
H02222,"Methylmalonic acidemia and hyperhomocysteinemia, cblX type",NA,309541,E71.1,5C50.E0,NA,NA,NA,HCFC1,3054,NA,NA
H02223,Osteocraniostenosis,C537291,602361,Q78.0,LD24.D,NA,Gracile bone dysplasia,NA,FAM111A,63901,NA,NA
H02224,Grange syndrome,C566529,602531,Q87.8,LD28.Y,NA,NA,NA,YY1AP1,55249,NA,NA
H02225,Familial cirrhosis,NA,215600,K74.6,DB93.21,NA,NA,NA,KRT8;KRT18,3856;3875,NA,NA
H02226,Cardiospondylocarpofacial syndrome,NA,157800,Q87.5,LD2H.Y,NA,Forney syndrome,NA,MAP3K7,6885,NA,NA
H02227,Frontometaphyseal dysplasia,C538064,305620;617137,Q78.5,LD25.1,NA,NA,NA,FLNA;MAP3K7,2316;6885,NA,NA
H02228,Acromicric dysplasia,C535662,102370,Q77.8,LD24.8Y,NA,NA,NA,FBN1,2200,NA,NA
H02229,Terminal osseous dysplasia,C564554,300244,Q87.2,LD24.8Y,NA,Terminal osseous dysplasia and pigmentary defects,NA,FLNA,2316,NA,NA
H02230,X-linked cardiac valvular dysplasia,C535576,314400,Q24.8,LA87,NA,X-linked myxomatous valvular dystrophy,NA,FLNA,2316,NA,NA
H02231,Optic disc anomalies with retinal and/or macular dystrophy,C567024,212550,Q14.8,LA13.8,NA,NA,NA,SIX6,4990,NA,NA
H02232,CAGSSS syndrome,NA,616007,Q87.8,LD2F.1Y,NA,"Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia",NA,IARS2,55699,NA,NA
H02233,Alazami syndrome,NA,615071,Q87.1,LD24.Y,NA,NA,NA,LARP7,51574,NA,NA
H02234,Hamamy syndrome,NA,611174,Q87.0,LD25.Y,NA,NA,NA,IRX5,10265,NA,NA
H02235,Morbid obesity and spermatogenic failure,D009767,615703,E66.8,5B81.Y,NA,NA,NA,CEP19,84984,NA,NA
H02236,Keppen-Lubinsky syndrome,NA,614098,E88.1,LD27.60,NA,NA,NA,KCNJ6,3763,NA,NA
H02237,AMP deaminase deficiency,C538234,615511;612874,G71.3,5C55.0Y,NA,NA,NA,AMPD1;AMPD3,270;272,NA,NA
H02238,Spinal muscular atrophy with congenital bone fractures,C564805,616866;616867,G12.8,8B61.Y,NA,NA,NA,TRIP4;;ASCC1,9325;NA;51008,NA,NA
H02239,"Ehlers-Danlos syndrome, spondylodysplastic type",C536201,130070;615349;612350,Q79.6,LD28.1Y,NA,NA,NA,B4GALT7;B3GALT6;SLC39A13,11285;126792;91252,NA,NA
H02240,Ehlers-Danlos syndrome periodontal type,C562626,130080;617174,Q79.6,LD28.1Y,NA,NA,NA,C1R;C1S,715;716,NA,NA
H02241,Ehlers-Danlos syndrome cardiac valvular type,C536200,225320,Q79.6,LD28.1Y,NA,NA,NA,COL1A2,1278,NA,NA
H02242,Ehlers-Danlos syndrome vascular type,D004535,130050,Q79.6,LD28.1Y,NA,Ehlers-Danlos syndrome type IV,NA,COL3A1,1281,NA,NA
H02243,Ehlers-Danlos syndrome arthrochalasia type,C562625,130060;617821,Q79.6,LD28.1Y,NA,NA,NA,COL1A1;COL1A2,1277;1278,NA,NA
H02244,Ehlers-Danlos syndrome dermatospraxis type,C567527,225410,Q79.6,LD28.1Y,NA,Ehlers-Danlos syndrome type VIIC,NA,ADAMTS2,9509,NA,NA
H02245,Ehlers-Danlos syndrome kyphoscoliosis type,C536198,225400;614557,Q79.6,LD28.1Y,NA,NA,NA,PLOD1;FKBP14,5351;55033,NA,NA
H02246,Ehlers-Danlos syndrome musculocontractural type,C000600608,601776;615539,Q79.6,LD28.1Y,NA,NA,NA,CHST14;DSE,113189;29940,NA,NA
H02247,Ehlers-Danlos syndrome myopathic type,NA,616471,G71.8,LD28.1Y,NA,Bethlem myopathy 2,NA,COL12A1,1303,NA,NA
H02248,MEND syndrome,NA,300960,Q87.8,LD2F.1Y,NA,NA,NA,EBP,10682,NA,NA
H02249,Primrose syndrome,C536420,259050,Q87.8,LD2F.1Y,NA,NA,NA,ZBTB20,26137,NA,NA
H02250,Early-onset vitamin B6-dependent epilepsy,C536254,617290,G40.8,8A61.0Y,NA,NA,NA,PLPBP,11212,NA,NA
H02251,Coats plus syndrome,C567401,612199;617341,H35.0,9B78.1,NA,Cerebroretinal microangiopathy with calcifications and cysts,NA,CTC1;;STN1,80169;NA;79991,NA,NA
H02252,PEHO syndrome,C536317,260565,G31.8,LD90.Y,NA,NA,NA,ZNHIT3,9326,NA,NA
H02253,Beaulieu-Boycott-Innes syndrome,NA,613680,Q87.0,LD2F.1Y,NA,NA,NA,THOC6,79228,NA,NA
H02254,Craniosynostosis and dental anomalies,C564700,614188,Q87.0,LD24.GY,NA,NA,NA,IL11RA,3590,NA,NA
H02255,FDLAB syndrome,NA,601552,Q87.0,LD2F.1Y,NA,Traboulsi syndrome,NA,ASPH,444,NA,NA
H02256,Factor VII deficiency,D005168,227500,D68.2,3B14.2,NA,Hypoproconvertinemia,NA,F7,2155,NA,NA
H02257,Factor X deficiency,D005171,227600,D68.2,3B14.1,NA,NA,NA,F10,2159,NA,NA
H02258,Tubular aggregate myopathy,D020914,160565;615883,G71.2,8C72.Y,NA,NA,NA,STIM1;ORAI1,6786;84876,NA,NA
H02259,Stormorken syndrome,C566108,185070,D69.8,3B62.Y,NA,NA,NA,STIM1,6786,NA,NA
H02260,Chondrodysplasia Chassaing-Lacombe type,NA,300863,Q87.8,LD2F.1Y,NA,"Chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia",NA,HDAC6,10013,NA,NA
H02261,PEBAT,NA,617193,G31.8,8.00E+47,NA,Early-onset progressive encephalopathy with brain atrophy and thin corpus callosum,NA,TBCD,6904,NA,NA
H02262,PEBEL,NA,617186;618321,G31.8,8.00E+47,NA,Early-onset progressive encephalopathy with brain edema and leukoencephalopathy,NA,NAXE;NAXD,128240;55739,NA,NA
H02263,Focal nonepidermolytic palmoplantar keratoderma,NA,613000;616400,Q82.8,EC20.31,NA,NA,NA,KRT16;TRPV3,3868;162514,NA,NA
H02264,"Palmoplantar keratoderma, Nagashima type",NA,615598,Q82.8,EC20.30,NA,NA,NA,SERPINB7,8710,NA,NA
H02265,Annular epidermolytic ichthyosis,C564367,607602,Q80.3,EC20.03,NA,Cyclic ichthyosis with epidermolytic hyperkeratosis,NA,KRT1;KRT10,3848;3858,NA,NA
H02266,"Palmoplantar keratoderma, Bothnian type",C536173,600231,Q82.8,EC20.30,NA,NA,NA,AQP5,362,NA,NA
H02267,Wilson-Turner syndrome,NA,309585,Q87.8,LD29,NA,NA,NA,LAS1L,81887,NA,NA
