ENTRY	Name	MeSH	OMIM	ICD-10	ICD-11	MedlinePlus	Alias_Name	Pathway	Gene_symbol	UniProtID	Drug_name	kegg_drugID	DrugBank	CAS	ChEBI	UniProt_count	Symbol_count	DrugBank_count
H02422	Retinitis pigmentosa with skeletal anomalies	NO_DATA	250410	Q87.8	LD21.Y	NO_DATA	NO_DATA	NO_DATA	CWC27	Q6UX04	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02424	Primary central nervous system lymphoma	NO_DATA	NO_DATA	NO_DATA	2A81.5	NO_DATA	NO_DATA	NO_DATA	CDKN2A;CD79B;TNFAIP3;CARD11;HLA-DRB5;MYD88	Q99836;P40259;Q9BXL7;Q8TES3;A0A2Z4LKS3;K7PML8;A0A024R854;P42771;P21580;Q30154	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	10.0	6.0	0.0
H02425	Erdheim-Chester disease	D031249	NO_DATA	NO_DATA	2B31.Y	NO_DATA	NO_DATA	NO_DATA	NRAS;MAP2K2;MAP2K1;BRAF;ARAF;KRAS	Q02750;P01116;A0A024R178;I1SRC5;L7RSL8;P10398;A4QPA9;Q5U091;P36507;P01111;P15056	Vemurafenib	D09996	NO_DATA	918504-65-1	63637	11.0	6.0	0.0
H02426	EDICT syndrome	NO_DATA	614303	Q15.8	9A78.5Y	NO_DATA	NO_DATA	NO_DATA	MIR184	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	0.0	1.0	0.0
H02427	Soft tissue sarcomas	D012509	NO_DATA	C22.3;C46.1	2B55;2B5A	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Trabectedin;Doxorubicin hydrochloride;Pazopanib hydrochloride;Olaratumab;Eribulin mesylate;Tazemetostat hydrobromide	D06199;D01275;D05380;D09939;D08914;D11485	NO_DATA	114899-77-3;25316-40-9;635702-64-6;1024603-93-7;441045-17-6;1467052-75-0	84050;31522;71217;NA;70710;NA	0.0	0.0	0.0
H02429	Actinic keratosis	D055623	148390	L57.0	EK90.0	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Imiquimod;Ingenol mebutate;Tirbanibulin;Aminolevulinic acid hydrochloride	D02500;D09393;D11691;D02908	DB00724;DB00855	99011-02-6;75567-37-2;897016-82-9;5451-09-2	NA;66913;NA;132969	0.0	0.0	2.0
H02430	Ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus	NO_DATA	616192	G32.8	LD2H.Y	NO_DATA	NO_DATA	NO_DATA	DNAJC3	Q13217;A8KA82	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02431	Cerebellar hypoplasia, epilepsy, and global developmental delay	NO_DATA	213000	Q04.3	LD20.0Y	NO_DATA	NO_DATA	NO_DATA	OXR1	Q8N573	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02432	Butyrylcholinesterase deficiency	C537417	617936	E88.8	5C59.Y	NO_DATA	NO_DATA	NO_DATA	BCHE	P06276	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02433	Hypomyelination with brainstem and spinal cord involvement and leg spasticity	NO_DATA	615281	E75.2	5C55.Y	NO_DATA	NO_DATA	NO_DATA	DARS1	P14868;A0A140VJW5	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02434	Diffuse large B-cell lymphoma, not otherwise specified	D016403	NO_DATA	C83.3	2A81.Z	NO_DATA	NO_DATA	NO_DATA	TNFRSF14;TNFAIP3;BCL6;CREBBP;CARD11;EZH2;MEF2B;B2M;PRDM1;MYC;CD79B;MLL3;MYD88;BCL2;EP300;TP53;GNAI2;PTEN;CD58;CD79A;CDKN2B;CDKN2A;FOXO1;GNA13;MLL2	Q9BXL7;P11912;Q7Z6C1;F6KD01;Q09472;P19256;Q8NEZ4;K7PML8;P41182;P60484;Q53GA5;Q59FG6;P40259;O75626;P61769;O14686;P42771;Q02080;Q14344;Q6ZQV4;A0A024R052;P21580;P42772;Q03113;P01106;Q92956;Q92793;Q6PIA1;A0A024R2B3;A0A024R854;K7PPA8;Q99836;Q12778;Q8TES3;A0A024R8M0;Q15910;K7PPU3;P10415;P04637;A0A024R7K5	Tafasitamab;Polatuzumab vedotin;Lisocabtagene maraleucel	D11601;D10761;D11990	NO_DATA	1422527-84-1;1313206-42-6;NA	NA;NA;NA	40.0	25.0	0.0
H02435	Deafness-infertility syndrome	C567010	611102	Q93.5	LD2H.Y	NO_DATA	NO_DATA	NO_DATA	;CATSPER2;DEL15q153;STRC	Q96P56;Q7RTU9	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	4.0	0.0
H02436	Al-Gazali syndrome	C536817	609465	NO_DATA	LD24.61	NO_DATA	NO_DATA	NO_DATA	B3GALT6	Q96L58	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02437	Growth retardation, impaired intellectual development, hypotonia, and hepatopathy	NO_DATA	617093	Q89.7	LD90.Y	NO_DATA	NO_DATA	NO_DATA	IARS1	Q7L4K8;P41252;Q6P0M4	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	3.0	1.0	0.0
H02438	Hyperglycinemia, lactic acidosis, and seizures	NO_DATA	614462	E88.8	5C53.0Y	NO_DATA	NO_DATA	NO_DATA	LIAS	O43766;A0A024R9W0	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02439	Short stature, developmental delay, congenital heart defect	NO_DATA	617044	E74.8	5C51.0	NO_DATA	NO_DATA	NO_DATA	TKT	P29401;V9HWD9	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02440	Fleck retina, familial benign	C565564	228980	H35.5	9B70	NO_DATA	NO_DATA	NO_DATA	PLA2G5	P39877	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02441	HUPRA syndrome	NO_DATA	613845	N15.8	5C5Y	NO_DATA	NO_DATA	NO_DATA	SARS2	Q9NP81	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02444	Luscan-Lumish syndrome	NO_DATA	616831	Q87.3	LD2C	NO_DATA	NO_DATA	NO_DATA	SETD2	Q9BYW2	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02445	Microcornea, myopic chorioretinal atrophy, and telecanthus	C537551	615458	Q15.8	LD21.Y	NO_DATA	NO_DATA	NO_DATA	ADAMTS18	Q2VYF7;Q8TE60;Q6ZN25	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	3.0	1.0	0.0
H02446	Autosomal recessive macrocephaly/megalencephaly syndrome	D058627	248000	Q04.5	LA05.1	NO_DATA	NO_DATA	NO_DATA	TBC1D7	Q9P0N9;A0A024QZX0	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02447	Myopathy with extrapyramidal signs	NO_DATA	615673	G71.3	8C73.Y	NO_DATA	NO_DATA	NO_DATA	MICU1	Q9BPX6	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02448	Harel-Yoon syndrome	NO_DATA	617183	G60.8	8C73.Y	NO_DATA	NO_DATA	NO_DATA	ATAD3A	Q9NVI7	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02449	Autosomal dominant lamellar ichthyosis	D017490	146750	Q80.2	EC20.0Y	NO_DATA	NO_DATA	NO_DATA	ASPRV1	Q53RT3	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02450	Horizontal gaze palsy with progressive scoliosis	C564593	607313;617542	H49.4	9C83.00	NO_DATA	NO_DATA	NO_DATA	DCC;ROBO3	Q96MS0;Q49AK4;P43146	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	3.0	2.0	0.0
H02451	Congenital disorder of glycosylation with defective fucosylation	D018981	618805;618324	E77.8	5C54.Y	NO_DATA	NO_DATA	NO_DATA	FUT8;FCSK;TKFC	A8K8P8;Q3LXA3;Q546E0;Q8N0W3;Q9BYC5	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	5.0	3.0	0.0
H02452	Muscle hypertrophy	C536106	614160	M62.8	FB32.Y	NO_DATA	NO_DATA	NO_DATA	GDF8;MSTN	O14793;Q53S46	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	2.0	0.0
H02453	Congenital heart defects and ectodermal dysplasia	NO_DATA	617364	Q87.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	PRKD1	Q15139	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02454	Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder	NO_DATA	617360	Q87.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	CDK13	Q9BVE2;A0A024RA85;Q14004	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	3.0	1.0	0.0
H02455	Congenital heart defects, hamartomas of tongue, and polysyndactyly	C535849	217085	Q87.8	LD2F.1Y	NO_DATA	Ostravik-Lindemann-Solberg syndrome	NO_DATA	WDPCP	O95876	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02456	Ectodermal dysplasia	D004476	618180;618535;618727	Q82.4	LD27.02	NO_DATA	NO_DATA	NO_DATA	CST6;TSPEAR;RHOA	P61586;A0A024R324;Q15828;Q8WU66	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	4.0	3.0	0.0
H02457	Developmental delay, leukoencephalopathy, and neurologic decompensation	NO_DATA	618878;618877	G93.8	8A4Y	NO_DATA	NO_DATA	NO_DATA	EIF2AK2;EIF2AK1	Q8IW76;A0A024QZU1;Q9BQI3;P19525	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	4.0	2.0	0.0
H02458	Hydrocephalus due to congenital stenosis of aqueduct of sylvius	D006849	307000	Q03	LA04	NO_DATA	X-linked hydrocephalus	NO_DATA	L1CAM	P32004	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02459	Syndromic neurodevelopmental disorder	NO_DATA	618707;618718;618572;618356;619005;618090;618760;618603;618292;618425;618709;617820;617864;619026;618088;618480;617804;617977;618651;618076;618577;618547;617268;617062;618917;618797;618218;619056;617710	NO_DATA	6A0Y	NO_DATA	NO_DATA	NO_DATA	GRIA4;NFASC;IRF2BPL;DLL1;INTS1;DHPS;SETD1A;RALGAPA1;NTNG2;LNPK;GRIA2;INTS8;WDR45B;POLR2A;VAMP2;DOCK3;ZNF142;SYT1;SEC31A;HECW2;MADD;HK1;WASF1;GRIN1;DHX30;CSNK2A1;HPDL;RAC3;WARS2;UFC1	O15047;O94979;Q92558;Q75QN2;Q8N201;Q96IR7;Q1WWK6;P68400;P19367;Q8IZD9;Q9C0E8;Q9UGM6;P21579;P49366;Q6GYQ0;Q8WXG6;Q05586;P48058;P63027;Q9Y3C8;Q9H1B7;O94856;O00548;Q5MNZ6;P24928;A0A024R7D0;P42262;A0A024RBE9;Q7L2E3;P60763;Q96CW9;P52746;Q9P2P5	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	33.0	30.0	0.0
H02460	Neurodevelopmental disorder with dysmorphic facies and skeletal anomalies	NO_DATA	618659;618505;617755;617190;618914	NO_DATA	6A0Y	NO_DATA	NO_DATA	NO_DATA	FBXW11;KDM6B;BPTF;ZMIZ1;ASXL2	Q9UKB1;Q9ULJ6;Q12830;A0JLS3;Q76L83;O15054	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	6.0	5.0	0.0
H02461	Neurodevelopmental disorder with microcephaly	NO_DATA	617709;617802;617862;617913;617527;618492;618622;618569;618730;618367;618828;617481;618862;619072;619076;618460	NO_DATA	6A0Y;LD20.2	NO_DATA	NO_DATA	NO_DATA	PLAA;SARS1;SMPD4;EXOC7;DYNC1I2;MTHFS;GEMIN4;TMX2;VARS1;SVBP;EXOC8;PRUNE1;SPOP;NCAPG2;TRAPPC6B;ADARB1	B3KRQ2;P78563;Q9Y263;Q9NXE4;A0A024RCN6;Q8IYI6;P49591;Q86XI2;O43791;A0A140VKE9;P49914;Q0VGA5;P26640;Q8N300;Q13409;Q9UPT5;Q9Y320;P57678;Q63HP7;Q86SZ2;Q86TP1;Q8WUM5	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	22.0	16.0	0.0
H02462	Spondyloepiphyseal dysplasia	D010009	618392;618618	Q77.7	LD24.3	NO_DATA	NO_DATA	NO_DATA	MBTPS1;MIR140	Q14703	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	2.0	0.0
H02463	Syndromic intellectual developmental disorder	D008607	618195;617173;618316;617333;617452;617450;617101;618342;618725;618089;619031;618147;618748;618653;618158;618608;617532;618060;619000;618470;618687;618453;618672;618092;618381;618430;617991;618493;618808	F78.9	6A00	NO_DATA	NO_DATA	NO_DATA	;SETD1B;GNB5;WIPI2;PHF21A;FBXO11;TCF20;KCNK4;CNOT2;P4HTM;BCL11B;PUS7;SLC45A1;PAK1;ALG14;IQSEC1;OTUD6B;CCNK;PPM1D;PHIP;BRPF1;TMEM94;RORA;SCAPER;CNOT3;ACTL6B;ABCA2;BCL11A;CDK8;DDX6	O14775;Q96F25;A0A087X0W9;B2R858;O75175;Q8WWQ0;A0A024R5V3;W5ZR30;Q8N6M0;O94805;O15297;Q96PZ0;A0A024R6K1;Q13153;A0A024R5P0;P35398;A0A024R4R3;A0A0S2Z4M2;L8B7P7;B2RDX7;Q12767;Q9H165;D9YZW0;O75909;Q96BD5;A0A024R823;Q9NXG6;Q9C0K0;B3KY42;Q9BY12;Q9UPS6;Q9NZN8;A0A024R5C7;P55201;Q9UGU0;Q9Y2W3;A0A024RBD8;Q6DN90;Q9NYG8;P49336;B3KRB2;Q9Y4P8;Q2YDA1;Q9BZC7;A0A024R8S6;Q86XK2;P26196	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	47.0	30.0	0.0
H02464	Poretti-Boltshauser syndrome	NO_DATA	615960	G11.1	LD20.0Y	NO_DATA	NO_DATA	NO_DATA	LAMA1	P25391	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02465	Weiss-Kruszka syndrome	NO_DATA	618619	Q87.8	LD2F.Y	NO_DATA	NO_DATA	NO_DATA	ZNF462	Q63HJ5;Q96JM2	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02466	Rajab interstitial lung disease with brain calcification	NO_DATA	613658;619013	NO_DATA	CB05.Y	NO_DATA	NO_DATA	NO_DATA	FARSB;FARSA	Q9NSD9;Q6IBR2;Q9Y285	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	3.0	2.0	0.0
H02467	Neonatal inflammatory skin and bowel disease	NO_DATA	614328;616069	D89.8	4A60.Y	NO_DATA	NO_DATA	NO_DATA	ADAM17;EGFR	Q504U8;F2YGG7;B2RNB2;P78536;P00533	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	5.0	2.0	0.0
H02468	Early childhood-onset progressive leukodystrophy	NO_DATA	617762	E75.3	5C56.0Y	NO_DATA	NO_DATA	NO_DATA	ACER3	Q9NUN7	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02469	Cone-rod synaptic disorder	NO_DATA	610427;618970	H53.8	9B7Y	NO_DATA	NO_DATA	NO_DATA	RIMS2;CABP4	Q9UQ26;P57796	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	2.0	0.0
H02470	Neurodevelopmental disorder with structural brain abnormalities	NO_DATA	618354;617807;618731;618571;618056;618090;618709;617977;618651;619026;618577;618547;618443;617393;617523;618890;619075;618741;618859;618922	NO_DATA	6A0Y	NO_DATA	NO_DATA	NO_DATA	DLL1;MAPK8IP3;INTS1;RAB11B;LNPK;INTS8;WDR45B;ARHGEF2;SEC31A;NOVA2;NACC1;HK1;PPP2CA;BRAT1;HPDL;TRAPPC4;RAC3;ODC1;GRM7;DHX37;PTPN23	P67775;Q8IY37;A0A024R7E0;Q9Y296;O94979;B2R693;Q59G95;Q75QN2;Q8N201;Q59FD4;Q92974;Q96IR7;P19367;Q14831;Q9C0E8;Q9H3S7;B3KUN1;P11926;A1LU61;A8K7J7;Q96RE7;O00548;Q5MNZ6;A0A384P5C6;Q15907;Q9UPT6;Q9UNW9;Q6PJG6;B3KXY9;P60763	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	30.0	21.0	0.0
H02471	Brain malformations with urinary tract defects	C535594	613735	Q93.5	LD44.11	NO_DATA	NO_DATA	NO_DATA	NFIA	Q12857	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02472	Early-onset progressive encephalopathy	NO_DATA	617669;618331	G40.4	8A62.Y	NO_DATA	NO_DATA	NO_DATA	TRAPPC2L;TRAPPC12	Q9UL33;Q8WVT3	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	2.0	0.0
H02473	Leukoencephalopathy, brain calcifications, and cysts	C000598644	614561	NO_DATA	8E4Y	NO_DATA	Labrune syndrome	NO_DATA	SNORD118	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	0.0	1.0	0.0
H02474	Blepharocheilodontic syndrome	C536188	119580;617681	Q87.8	LD27.0Y	NO_DATA	NO_DATA	NO_DATA	CDH1;CTNND1	B3GN61;O60716;P12830;A0A0U2ZQU7	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	4.0	2.0	0.0
H02475	Retinoschisis	D041441	312700	Q14.1	LA13.3	NO_DATA	NO_DATA	NO_DATA	RS1	O15537	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02476	Childhood-onset neurodegeneration with brain atrophy	NO_DATA	617672	NO_DATA	8E4Y	NO_DATA	NO_DATA	NO_DATA	UBTF	P17480	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02477	Cohen-Gibson syndrome	NO_DATA	617561	Q87.3	LD2C	NO_DATA	NO_DATA	NO_DATA	EED	O75530	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02478	CATIFA syndrome	NO_DATA	618761	Q87.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	RIC1	Q4ADV7	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02479	Nivelon-Nivelon-Mabille syndrome	C536123	600092	NO_DATA	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	HHAT	Q5VTY9	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02480	Fontaine progeroid syndrome	NO_DATA	612289	E34.8	LD2B	NO_DATA	NO_DATA	NO_DATA	SLC25A24	Q6NUK1	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02481	Syndromic disorder with short stature	NO_DATA	615789;602471;617157;616541;618702;614813;614800;617164;618363;617877	Q87.1	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	;SLC10A7;XRCC4;GSC;CRIPT;ARCN1;NBAS;CENPT;BMP2;POC1A;PRMT7	P56915;A0A024R726;Q9P021;A0A024RAQ8;C8C060;Q96BT3;Q7Z763;Q8NBT0;A2RRP1;Q9NVM4;G1UI26;B0YIW5;B3KPB2;P12643;Q0GE19;Q13426;P48444	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	17.0	11.0	0.0
H02482	ROSAH syndrome	NO_DATA	614979	Q87.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	ALPK1	Q96QP1	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02483	Basel-Vanagait-Smirin-Yosef syndrome	NO_DATA	616449	Q87.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	MED25	Q71SY5	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02484	X-linked reticulate pigmentary disorder with systemic manifestations	C564461	301220	E85.0	5D00.2	NO_DATA	NO_DATA	NO_DATA	POLA1	P09884	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02485	Extraoral halitosis due to MTO deficiency	NO_DATA	618148	E88.8	5C50.B	NO_DATA	NO_DATA	NO_DATA	SELENBP1	V9HWG1;Q13228	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02486	HELIX syndrome	NO_DATA	617671	L98.8	LD27.Y	NO_DATA	NO_DATA	NO_DATA	CLDN10	P78369	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02487	Diencephalic-mesencephalic junction dysplasia syndrome	NO_DATA	251280;618646	Q04.7	LD20.Y	NO_DATA	NO_DATA	NO_DATA	PCDH12;GSX2	B2LYG3;Q9NPG4;Q9BZM3	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	3.0	2.0	0.0
H02488	Cardiac-urogenital syndrome	NO_DATA	618280	Q87.8	LD2Y	NO_DATA	NO_DATA	NO_DATA	MYRF	Q9Y2G1	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02489	Mild encephalopathy with reversible myelin vacuolization	NO_DATA	618113	Q04.9	8E4Y	NO_DATA	NO_DATA	NO_DATA	MYRF	Q9Y2G1	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02490	Gabriele-de Vries syndrome	NO_DATA	617757	F78.9	6A0Y	NO_DATA	NO_DATA	NO_DATA	SUFU;YY1	P25490;Q9UMX1	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	2.0	0.0
H02491	Immunoskeletal dysplasia with neurodevelopmental abnormalities	NO_DATA	617425	D82.2	4A01.3	NO_DATA	NO_DATA	NO_DATA	EXTL3	A0A384NPY9;O43909	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02492	Microcephaly, growth restriction, and increased sister chromatid exchange	NO_DATA	210900;618097	Q87.8	LD20.2	NO_DATA	NO_DATA	NO_DATA	RECQL3;TOP3A;BLM	Q13472;P54132	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	3.0	0.0
H02493	Al Kaissi syndrome	NO_DATA	617694	Q87.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	CDK10	B7Z537;Q15131	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H02494	Alkuraya-Kucinskas syndrome	NO_DATA	617822	Q04.8	LA0Y	NO_DATA	NO_DATA	NO_DATA	KIAA1109;ALKKUCS	Q2LD37	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	2.0	0.0
H02495	Congenital megabladder	C536139	618719	Q64.7	LB31.7	NO_DATA	NO_DATA	NO_DATA	MYOCD	Q8IZQ8	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H02496	Cerebellar, ocular, craniofacial, and genital syndrome	NO_DATA	618479	Q87.8	LD2F.1Y	NO_DATA	NO_DATA	NO_DATA	MAB21L1	B2R805;F1T0A2;Q13394	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	3.0	1.0	0.0
H02497	Smith-McCort dysplasia	C564589	607326;615222	Q87.1	LD24.3	NO_DATA	NO_DATA	NO_DATA	RAB33B;DYM	Q9H082;Q7RTS9	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	2.0	0.0
